sample_id,split,review_id,string_id,string_name,aspect,label_text,label_id,mention_flag,sentiment_id,needs_manual_review,review_text,rating_label,has_tension_mention,has_price_mention,extracted_tension,likes_count,review_date,source_url
R0028_string_movement,train,R0028,S002,BG-65,string_movement,not_mentioned,0,0,,0,"一根给朋友生日当礼物穿的他说他从乒乓转战羽球本来想店里找找有没有nbg98这根低磅神高弹线结果看线架上没有于是就选了这跟能从入门打到入土的古早神线，2426磅。还有一根深蓝65是给自己的冠豪樱花刀穿的2627磅。
先说主观感受：
神
就像是你喜好着外面的你所向往的精彩世界在游遍各种美景品过各种美食见过各种地域风情后，疲惫了终于回到家的那种返璞归真的感觉。品过了各种主流高弹线，vbs66n，bg80，ex68，ex65，ex63，bg66u，bg80p，以及2829磅的65ti等各种主流高弹高音线，最终还是选择沉下心，拿26磅的bg65开始真正领悟羽球球路回球战术的真谛。
因为这根线它最独特的地方就是在于：
集 手感扎实 性能够用 耐打经济 保磅尚可 于一体
我敢说目前市面上所有主流高弹线以及未来5年内都不可能有特质，其实光这点我觉得这根线已经可以在中羽8.5分往上了8.0属实给少了与其他线评价相比真的有点不太公道。
打感清晰扎实并没有感觉到部分评价里说的模糊，能明显感觉到略有凹陷的持球。高远球以及平高我真的觉得是轻松写意只要动作正确发力有部分到位就行。根本不需要特别在意是否达到中上部分的中心甜区，只要是打在片面偏中间大差不大回球质量基本在线。正手过渡和扣杀的话就得打到甜区部分才能高质量。拿这根线练习反手球感绝对的舒适我只能这么说，真的很轻松。滑板吊球性能也够用。
要一定要说缺点，那就只能是重杀和考验手法的网前控制，重杀没有高弹线那么干脆但比ex65好，网前小球真的很考验手法
跟同磅数下（26）exbolt系列以及80p相比，它既不会像63 68 80p那样弹性过剩，以及exbolt系列特有的小甜区导致击球不准过渡质量一般（点名批评68）又不会像65那样反馈太模糊。跟bg80那样打感过硬控球偏难且不耐打，又不会像66u 66n那样掉榜快且掉榜后的模糊打感和低耐打。
个人觉得这根线可以有8.8分往上，8.0跟bg80，80p 9.2，8.9相比真的有点误人子弟错过了一条能从入门（24）到高手（26）到高高手（30）到入土（26）的神线
耐打 弹性好 性价比高
亮点 耐打，扎实反馈，便宜，保磅够用，弹性够用，大甜区。菜就多练不要怪线，反映使用者真实水平
不足 26磅以下重杀不及主流高弹线，网前控制困难，出球球速偏慢不及主流高弹线，磅数实在过低≤22磅要么别拉要么剪了",真香,yes,yes,26,11,2024-7-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=995399
R0028_attack,train,R0028,S002,BG-65,attack,mentioned,1,1,,1,"一根给朋友生日当礼物穿的他说他从乒乓转战羽球本来想店里找找有没有nbg98这根低磅神高弹线结果看线架上没有于是就选了这跟能从入门打到入土的古早神线，2426磅。还有一根深蓝65是给自己的冠豪樱花刀穿的2627磅。
先说主观感受：
神
就像是你喜好着外面的你所向往的精彩世界在游遍各种美景品过各种美食见过各种地域风情后，疲惫了终于回到家的那种返璞归真的感觉。品过了各种主流高弹线，vbs66n，bg80，ex68，ex65，ex63，bg66u，bg80p，以及2829磅的65ti等各种主流高弹高音线，最终还是选择沉下心，拿26磅的bg65开始真正领悟羽球球路回球战术的真谛。
因为这根线它最独特的地方就是在于：
集 手感扎实 性能够用 耐打经济 保磅尚可 于一体
我敢说目前市面上所有主流高弹线以及未来5年内都不可能有特质，其实光这点我觉得这根线已经可以在中羽8.5分往上了8.0属实给少了与其他线评价相比真的有点不太公道。
打感清晰扎实并没有感觉到部分评价里说的模糊，能明显感觉到略有凹陷的持球。高远球以及平高我真的觉得是轻松写意只要动作正确发力有部分到位就行。根本不需要特别在意是否达到中上部分的中心甜区，只要是打在片面偏中间大差不大回球质量基本在线。正手过渡和扣杀的话就得打到甜区部分才能高质量。拿这根线练习反手球感绝对的舒适我只能这么说，真的很轻松。滑板吊球性能也够用。
要一定要说缺点，那就只能是重杀和考验手法的网前控制，重杀没有高弹线那么干脆但比ex65好，网前小球真的很考验手法
跟同磅数下（26）exbolt系列以及80p相比，它既不会像63 68 80p那样弹性过剩，以及exbolt系列特有的小甜区导致击球不准过渡质量一般（点名批评68）又不会像65那样反馈太模糊。跟bg80那样打感过硬控球偏难且不耐打，又不会像66u 66n那样掉榜快且掉榜后的模糊打感和低耐打。
个人觉得这根线可以有8.8分往上，8.0跟bg80，80p 9.2，8.9相比真的有点误人子弟错过了一条能从入门（24）到高手（26）到高高手（30）到入土（26）的神线
耐打 弹性好 性价比高
亮点 耐打，扎实反馈，便宜，保磅够用，弹性够用，大甜区。菜就多练不要怪线，反映使用者真实水平
不足 26磅以下重杀不及主流高弹线，网前控制困难，出球球速偏慢不及主流高弹线，磅数实在过低≤22磅要么别拉要么剪了",真香,yes,yes,26,11,2024-7-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=995399
R0028_sound,train,R0028,S002,BG-65,sound,not_mentioned,0,0,,0,"一根给朋友生日当礼物穿的他说他从乒乓转战羽球本来想店里找找有没有nbg98这根低磅神高弹线结果看线架上没有于是就选了这跟能从入门打到入土的古早神线，2426磅。还有一根深蓝65是给自己的冠豪樱花刀穿的2627磅。
先说主观感受：
神
就像是你喜好着外面的你所向往的精彩世界在游遍各种美景品过各种美食见过各种地域风情后，疲惫了终于回到家的那种返璞归真的感觉。品过了各种主流高弹线，vbs66n，bg80，ex68，ex65，ex63，bg66u，bg80p，以及2829磅的65ti等各种主流高弹高音线，最终还是选择沉下心，拿26磅的bg65开始真正领悟羽球球路回球战术的真谛。
因为这根线它最独特的地方就是在于：
集 手感扎实 性能够用 耐打经济 保磅尚可 于一体
我敢说目前市面上所有主流高弹线以及未来5年内都不可能有特质，其实光这点我觉得这根线已经可以在中羽8.5分往上了8.0属实给少了与其他线评价相比真的有点不太公道。
打感清晰扎实并没有感觉到部分评价里说的模糊，能明显感觉到略有凹陷的持球。高远球以及平高我真的觉得是轻松写意只要动作正确发力有部分到位就行。根本不需要特别在意是否达到中上部分的中心甜区，只要是打在片面偏中间大差不大回球质量基本在线。正手过渡和扣杀的话就得打到甜区部分才能高质量。拿这根线练习反手球感绝对的舒适我只能这么说，真的很轻松。滑板吊球性能也够用。
要一定要说缺点，那就只能是重杀和考验手法的网前控制，重杀没有高弹线那么干脆但比ex65好，网前小球真的很考验手法
跟同磅数下（26）exbolt系列以及80p相比，它既不会像63 68 80p那样弹性过剩，以及exbolt系列特有的小甜区导致击球不准过渡质量一般（点名批评68）又不会像65那样反馈太模糊。跟bg80那样打感过硬控球偏难且不耐打，又不会像66u 66n那样掉榜快且掉榜后的模糊打感和低耐打。
个人觉得这根线可以有8.8分往上，8.0跟bg80，80p 9.2，8.9相比真的有点误人子弟错过了一条能从入门（24）到高手（26）到高高手（30）到入土（26）的神线
耐打 弹性好 性价比高
亮点 耐打，扎实反馈，便宜，保磅够用，弹性够用，大甜区。菜就多练不要怪线，反映使用者真实水平
不足 26磅以下重杀不及主流高弹线，网前控制困难，出球球速偏慢不及主流高弹线，磅数实在过低≤22磅要么别拉要么剪了",真香,yes,yes,26,11,2024-7-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=995399
R0028_comfort,train,R0028,S002,BG-65,comfort,mixed,4,1,0.0,1,"一根给朋友生日当礼物穿的他说他从乒乓转战羽球本来想店里找找有没有nbg98这根低磅神高弹线结果看线架上没有于是就选了这跟能从入门打到入土的古早神线，2426磅。还有一根深蓝65是给自己的冠豪樱花刀穿的2627磅。
先说主观感受：
神
就像是你喜好着外面的你所向往的精彩世界在游遍各种美景品过各种美食见过各种地域风情后，疲惫了终于回到家的那种返璞归真的感觉。品过了各种主流高弹线，vbs66n，bg80，ex68，ex65，ex63，bg66u，bg80p，以及2829磅的65ti等各种主流高弹高音线，最终还是选择沉下心，拿26磅的bg65开始真正领悟羽球球路回球战术的真谛。
因为这根线它最独特的地方就是在于：
集 手感扎实 性能够用 耐打经济 保磅尚可 于一体
我敢说目前市面上所有主流高弹线以及未来5年内都不可能有特质，其实光这点我觉得这根线已经可以在中羽8.5分往上了8.0属实给少了与其他线评价相比真的有点不太公道。
打感清晰扎实并没有感觉到部分评价里说的模糊，能明显感觉到略有凹陷的持球。高远球以及平高我真的觉得是轻松写意只要动作正确发力有部分到位就行。根本不需要特别在意是否达到中上部分的中心甜区，只要是打在片面偏中间大差不大回球质量基本在线。正手过渡和扣杀的话就得打到甜区部分才能高质量。拿这根线练习反手球感绝对的舒适我只能这么说，真的很轻松。滑板吊球性能也够用。
要一定要说缺点，那就只能是重杀和考验手法的网前控制，重杀没有高弹线那么干脆但比ex65好，网前小球真的很考验手法
跟同磅数下（26）exbolt系列以及80p相比，它既不会像63 68 80p那样弹性过剩，以及exbolt系列特有的小甜区导致击球不准过渡质量一般（点名批评68）又不会像65那样反馈太模糊。跟bg80那样打感过硬控球偏难且不耐打，又不会像66u 66n那样掉榜快且掉榜后的模糊打感和低耐打。
个人觉得这根线可以有8.8分往上，8.0跟bg80，80p 9.2，8.9相比真的有点误人子弟错过了一条能从入门（24）到高手（26）到高高手（30）到入土（26）的神线
耐打 弹性好 性价比高
亮点 耐打，扎实反馈，便宜，保磅够用，弹性够用，大甜区。菜就多练不要怪线，反映使用者真实水平
不足 26磅以下重杀不及主流高弹线，网前控制困难，出球球速偏慢不及主流高弹线，磅数实在过低≤22磅要么别拉要么剪了",真香,yes,yes,26,11,2024-7-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=995399
R0028_value_for_money,train,R0028,S002,BG-65,value_for_money,positive,2,1,1.0,0,"一根给朋友生日当礼物穿的他说他从乒乓转战羽球本来想店里找找有没有nbg98这根低磅神高弹线结果看线架上没有于是就选了这跟能从入门打到入土的古早神线，2426磅。还有一根深蓝65是给自己的冠豪樱花刀穿的2627磅。
先说主观感受：
神
就像是你喜好着外面的你所向往的精彩世界在游遍各种美景品过各种美食见过各种地域风情后，疲惫了终于回到家的那种返璞归真的感觉。品过了各种主流高弹线，vbs66n，bg80，ex68，ex65，ex63，bg66u，bg80p，以及2829磅的65ti等各种主流高弹高音线，最终还是选择沉下心，拿26磅的bg65开始真正领悟羽球球路回球战术的真谛。
因为这根线它最独特的地方就是在于：
集 手感扎实 性能够用 耐打经济 保磅尚可 于一体
我敢说目前市面上所有主流高弹线以及未来5年内都不可能有特质，其实光这点我觉得这根线已经可以在中羽8.5分往上了8.0属实给少了与其他线评价相比真的有点不太公道。
打感清晰扎实并没有感觉到部分评价里说的模糊，能明显感觉到略有凹陷的持球。高远球以及平高我真的觉得是轻松写意只要动作正确发力有部分到位就行。根本不需要特别在意是否达到中上部分的中心甜区，只要是打在片面偏中间大差不大回球质量基本在线。正手过渡和扣杀的话就得打到甜区部分才能高质量。拿这根线练习反手球感绝对的舒适我只能这么说，真的很轻松。滑板吊球性能也够用。
要一定要说缺点，那就只能是重杀和考验手法的网前控制，重杀没有高弹线那么干脆但比ex65好，网前小球真的很考验手法
跟同磅数下（26）exbolt系列以及80p相比，它既不会像63 68 80p那样弹性过剩，以及exbolt系列特有的小甜区导致击球不准过渡质量一般（点名批评68）又不会像65那样反馈太模糊。跟bg80那样打感过硬控球偏难且不耐打，又不会像66u 66n那样掉榜快且掉榜后的模糊打感和低耐打。
个人觉得这根线可以有8.8分往上，8.0跟bg80，80p 9.2，8.9相比真的有点误人子弟错过了一条能从入门（24）到高手（26）到高高手（30）到入土（26）的神线
耐打 弹性好 性价比高
亮点 耐打，扎实反馈，便宜，保磅够用，弹性够用，大甜区。菜就多练不要怪线，反映使用者真实水平
不足 26磅以下重杀不及主流高弹线，网前控制困难，出球球速偏慢不及主流高弹线，磅数实在过低≤22磅要么别拉要么剪了",真香,yes,yes,26,11,2024-7-16,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=995399
R0029_elasticity,train,R0029,S002,BG-65,elasticity,mentioned,1,1,,1,"真的耐打，极具性价比，可能就是弹性不够好吧。上高磅还好。虽然我没有那么多的天赋，但经过努力，我一定可以站在一定高度
耐打 性价比高",推荐,yes,yes,,11,2022-10-23,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=399662
R0029_durability,train,R0029,S002,BG-65,durability,positive,2,1,1.0,0,"真的耐打，极具性价比，可能就是弹性不够好吧。上高磅还好。虽然我没有那么多的天赋，但经过努力，我一定可以站在一定高度
耐打 性价比高",推荐,yes,yes,,11,2022-10-23,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=399662
R0029_control,train,R0029,S002,BG-65,control,not_mentioned,0,0,,0,"真的耐打，极具性价比，可能就是弹性不够好吧。上高磅还好。虽然我没有那么多的天赋，但经过努力，我一定可以站在一定高度
耐打 性价比高",推荐,yes,yes,,11,2022-10-23,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=399662
R0029_tension_retention,train,R0029,S002,BG-65,tension_retention,not_mentioned,0,0,,0,"真的耐打，极具性价比，可能就是弹性不够好吧。上高磅还好。虽然我没有那么多的天赋，但经过努力，我一定可以站在一定高度
耐打 性价比高",推荐,yes,yes,,11,2022-10-23,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=399662
R0029_string_movement,train,R0029,S002,BG-65,string_movement,not_mentioned,0,0,,0,"真的耐打，极具性价比，可能就是弹性不够好吧。上高磅还好。虽然我没有那么多的天赋，但经过努力，我一定可以站在一定高度
耐打 性价比高",推荐,yes,yes,,11,2022-10-23,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=399662
R0029_attack,train,R0029,S002,BG-65,attack,not_mentioned,0,0,,0,"真的耐打，极具性价比，可能就是弹性不够好吧。上高磅还好。虽然我没有那么多的天赋，但经过努力，我一定可以站在一定高度
耐打 性价比高",推荐,yes,yes,,11,2022-10-23,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=399662
R0029_sound,train,R0029,S002,BG-65,sound,not_mentioned,0,0,,0,"真的耐打，极具性价比，可能就是弹性不够好吧。上高磅还好。虽然我没有那么多的天赋，但经过努力，我一定可以站在一定高度
耐打 性价比高",推荐,yes,yes,,11,2022-10-23,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=399662
R0029_comfort,train,R0029,S002,BG-65,comfort,not_mentioned,0,0,,0,"真的耐打，极具性价比，可能就是弹性不够好吧。上高磅还好。虽然我没有那么多的天赋，但经过努力，我一定可以站在一定高度
耐打 性价比高",推荐,yes,yes,,11,2022-10-23,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=399662
R0029_value_for_money,train,R0029,S002,BG-65,value_for_money,positive,2,1,1.0,0,"真的耐打，极具性价比，可能就是弹性不够好吧。上高磅还好。虽然我没有那么多的天赋，但经过努力，我一定可以站在一定高度
耐打 性价比高",推荐,yes,yes,,11,2022-10-23,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=399662
R0030_elasticity,train,R0030,S002,BG-65,elasticity,mentioned,1,1,,1,"全能之线（高磅）。打得了的话，拉高磅很舒服。竖29横30磅天蓝色65线+3u原色二姐夫，这个磅数下没有走线！反手高远球舒服，反手滑板过渡挺不错的，干脆利落，双打后场重杀贼爽！！！大力杀球真不错，击中甜区，声音直接瞬间爆炸！！！这个磅数已经开始踏入质的改变了，还有那种力量感，wc，真的震惊到我了。就是以前习惯靠线的弹性弹过去，现在同样的力度球过不去，弹性有种急剧下降的感觉，就是出多少力就多远那种感觉，中后场控球可以，网前搓球小球好不习惯控制那个力度，勾对角很好勾。65ti上30以上可能打感更不错，以后试试
拉了有10天了，磅数掉了一点，打感就好像变木了一点，软了一点，没有刚拉的那几天好用
耐打 性价比高
 

亮点 上30磅以上好，最低29才开始发挥线的性能，问题是你打得了才行
不足 由80转到65，磅数不变，就是网前一时间不适应，其他的球都不错，多加练习吧，可以改掉靠弹性打球的习惯。自己出多少力就多远。参考一下，拉2930磅两个星期了，线磨了一半，一个星期总共打24小时左右",真香,yes,yes,30,10,2023-2-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=490687
R0030_durability,train,R0030,S002,BG-65,durability,positive,2,1,1.0,0,"全能之线（高磅）。打得了的话，拉高磅很舒服。竖29横30磅天蓝色65线+3u原色二姐夫，这个磅数下没有走线！反手高远球舒服，反手滑板过渡挺不错的，干脆利落，双打后场重杀贼爽！！！大力杀球真不错，击中甜区，声音直接瞬间爆炸！！！这个磅数已经开始踏入质的改变了，还有那种力量感，wc，真的震惊到我了。就是以前习惯靠线的弹性弹过去，现在同样的力度球过不去，弹性有种急剧下降的感觉，就是出多少力就多远那种感觉，中后场控球可以，网前搓球小球好不习惯控制那个力度，勾对角很好勾。65ti上30以上可能打感更不错，以后试试
拉了有10天了，磅数掉了一点，打感就好像变木了一点，软了一点，没有刚拉的那几天好用
耐打 性价比高
 

亮点 上30磅以上好，最低29才开始发挥线的性能，问题是你打得了才行
不足 由80转到65，磅数不变，就是网前一时间不适应，其他的球都不错，多加练习吧，可以改掉靠弹性打球的习惯。自己出多少力就多远。参考一下，拉2930磅两个星期了，线磨了一半，一个星期总共打24小时左右",真香,yes,yes,30,10,2023-2-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=490687
R0030_control,train,R0030,S002,BG-65,control,positive,2,1,1.0,0,"全能之线（高磅）。打得了的话，拉高磅很舒服。竖29横30磅天蓝色65线+3u原色二姐夫，这个磅数下没有走线！反手高远球舒服，反手滑板过渡挺不错的，干脆利落，双打后场重杀贼爽！！！大力杀球真不错，击中甜区，声音直接瞬间爆炸！！！这个磅数已经开始踏入质的改变了，还有那种力量感，wc，真的震惊到我了。就是以前习惯靠线的弹性弹过去，现在同样的力度球过不去，弹性有种急剧下降的感觉，就是出多少力就多远那种感觉，中后场控球可以，网前搓球小球好不习惯控制那个力度，勾对角很好勾。65ti上30以上可能打感更不错，以后试试
拉了有10天了，磅数掉了一点，打感就好像变木了一点，软了一点，没有刚拉的那几天好用
耐打 性价比高
 

亮点 上30磅以上好，最低29才开始发挥线的性能，问题是你打得了才行
不足 由80转到65，磅数不变，就是网前一时间不适应，其他的球都不错，多加练习吧，可以改掉靠弹性打球的习惯。自己出多少力就多远。参考一下，拉2930磅两个星期了，线磨了一半，一个星期总共打24小时左右",真香,yes,yes,30,10,2023-2-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=490687
R0030_tension_retention,train,R0030,S002,BG-65,tension_retention,mentioned,1,1,,1,"全能之线（高磅）。打得了的话，拉高磅很舒服。竖29横30磅天蓝色65线+3u原色二姐夫，这个磅数下没有走线！反手高远球舒服，反手滑板过渡挺不错的，干脆利落，双打后场重杀贼爽！！！大力杀球真不错，击中甜区，声音直接瞬间爆炸！！！这个磅数已经开始踏入质的改变了，还有那种力量感，wc，真的震惊到我了。就是以前习惯靠线的弹性弹过去，现在同样的力度球过不去，弹性有种急剧下降的感觉，就是出多少力就多远那种感觉，中后场控球可以，网前搓球小球好不习惯控制那个力度，勾对角很好勾。65ti上30以上可能打感更不错，以后试试
拉了有10天了，磅数掉了一点，打感就好像变木了一点，软了一点，没有刚拉的那几天好用
耐打 性价比高
 

亮点 上30磅以上好，最低29才开始发挥线的性能，问题是你打得了才行
不足 由80转到65，磅数不变，就是网前一时间不适应，其他的球都不错，多加练习吧，可以改掉靠弹性打球的习惯。自己出多少力就多远。参考一下，拉2930磅两个星期了，线磨了一半，一个星期总共打24小时左右",真香,yes,yes,30,10,2023-2-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=490687
R0030_string_movement,train,R0030,S002,BG-65,string_movement,mentioned,1,1,,1,"全能之线（高磅）。打得了的话，拉高磅很舒服。竖29横30磅天蓝色65线+3u原色二姐夫，这个磅数下没有走线！反手高远球舒服，反手滑板过渡挺不错的，干脆利落，双打后场重杀贼爽！！！大力杀球真不错，击中甜区，声音直接瞬间爆炸！！！这个磅数已经开始踏入质的改变了，还有那种力量感，wc，真的震惊到我了。就是以前习惯靠线的弹性弹过去，现在同样的力度球过不去，弹性有种急剧下降的感觉，就是出多少力就多远那种感觉，中后场控球可以，网前搓球小球好不习惯控制那个力度，勾对角很好勾。65ti上30以上可能打感更不错，以后试试
拉了有10天了，磅数掉了一点，打感就好像变木了一点，软了一点，没有刚拉的那几天好用
耐打 性价比高
 

亮点 上30磅以上好，最低29才开始发挥线的性能，问题是你打得了才行
不足 由80转到65，磅数不变，就是网前一时间不适应，其他的球都不错，多加练习吧，可以改掉靠弹性打球的习惯。自己出多少力就多远。参考一下，拉2930磅两个星期了，线磨了一半，一个星期总共打24小时左右",真香,yes,yes,30,10,2023-2-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=490687
R0030_attack,train,R0030,S002,BG-65,attack,mentioned,1,1,,1,"全能之线（高磅）。打得了的话，拉高磅很舒服。竖29横30磅天蓝色65线+3u原色二姐夫，这个磅数下没有走线！反手高远球舒服，反手滑板过渡挺不错的，干脆利落，双打后场重杀贼爽！！！大力杀球真不错，击中甜区，声音直接瞬间爆炸！！！这个磅数已经开始踏入质的改变了，还有那种力量感，wc，真的震惊到我了。就是以前习惯靠线的弹性弹过去，现在同样的力度球过不去，弹性有种急剧下降的感觉，就是出多少力就多远那种感觉，中后场控球可以，网前搓球小球好不习惯控制那个力度，勾对角很好勾。65ti上30以上可能打感更不错，以后试试
拉了有10天了，磅数掉了一点，打感就好像变木了一点，软了一点，没有刚拉的那几天好用
耐打 性价比高
 

亮点 上30磅以上好，最低29才开始发挥线的性能，问题是你打得了才行
不足 由80转到65，磅数不变，就是网前一时间不适应，其他的球都不错，多加练习吧，可以改掉靠弹性打球的习惯。自己出多少力就多远。参考一下，拉2930磅两个星期了，线磨了一半，一个星期总共打24小时左右",真香,yes,yes,30,10,2023-2-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=490687
R0030_sound,train,R0030,S002,BG-65,sound,negative,3,1,-1.0,0,"全能之线（高磅）。打得了的话，拉高磅很舒服。竖29横30磅天蓝色65线+3u原色二姐夫，这个磅数下没有走线！反手高远球舒服，反手滑板过渡挺不错的，干脆利落，双打后场重杀贼爽！！！大力杀球真不错，击中甜区，声音直接瞬间爆炸！！！这个磅数已经开始踏入质的改变了，还有那种力量感，wc，真的震惊到我了。就是以前习惯靠线的弹性弹过去，现在同样的力度球过不去，弹性有种急剧下降的感觉，就是出多少力就多远那种感觉，中后场控球可以，网前搓球小球好不习惯控制那个力度，勾对角很好勾。65ti上30以上可能打感更不错，以后试试
拉了有10天了，磅数掉了一点，打感就好像变木了一点，软了一点，没有刚拉的那几天好用
耐打 性价比高
 

亮点 上30磅以上好，最低29才开始发挥线的性能，问题是你打得了才行
不足 由80转到65，磅数不变，就是网前一时间不适应，其他的球都不错，多加练习吧，可以改掉靠弹性打球的习惯。自己出多少力就多远。参考一下，拉2930磅两个星期了，线磨了一半，一个星期总共打24小时左右",真香,yes,yes,30,10,2023-2-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=490687
R0030_comfort,train,R0030,S002,BG-65,comfort,positive,2,1,1.0,0,"全能之线（高磅）。打得了的话，拉高磅很舒服。竖29横30磅天蓝色65线+3u原色二姐夫，这个磅数下没有走线！反手高远球舒服，反手滑板过渡挺不错的，干脆利落，双打后场重杀贼爽！！！大力杀球真不错，击中甜区，声音直接瞬间爆炸！！！这个磅数已经开始踏入质的改变了，还有那种力量感，wc，真的震惊到我了。就是以前习惯靠线的弹性弹过去，现在同样的力度球过不去，弹性有种急剧下降的感觉，就是出多少力就多远那种感觉，中后场控球可以，网前搓球小球好不习惯控制那个力度，勾对角很好勾。65ti上30以上可能打感更不错，以后试试
拉了有10天了，磅数掉了一点，打感就好像变木了一点，软了一点，没有刚拉的那几天好用
耐打 性价比高
 

亮点 上30磅以上好，最低29才开始发挥线的性能，问题是你打得了才行
不足 由80转到65，磅数不变，就是网前一时间不适应，其他的球都不错，多加练习吧，可以改掉靠弹性打球的习惯。自己出多少力就多远。参考一下，拉2930磅两个星期了，线磨了一半，一个星期总共打24小时左右",真香,yes,yes,30,10,2023-2-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=490687
R0030_value_for_money,train,R0030,S002,BG-65,value_for_money,positive,2,1,1.0,0,"全能之线（高磅）。打得了的话，拉高磅很舒服。竖29横30磅天蓝色65线+3u原色二姐夫，这个磅数下没有走线！反手高远球舒服，反手滑板过渡挺不错的，干脆利落，双打后场重杀贼爽！！！大力杀球真不错，击中甜区，声音直接瞬间爆炸！！！这个磅数已经开始踏入质的改变了，还有那种力量感，wc，真的震惊到我了。就是以前习惯靠线的弹性弹过去，现在同样的力度球过不去，弹性有种急剧下降的感觉，就是出多少力就多远那种感觉，中后场控球可以，网前搓球小球好不习惯控制那个力度，勾对角很好勾。65ti上30以上可能打感更不错，以后试试
拉了有10天了，磅数掉了一点，打感就好像变木了一点，软了一点，没有刚拉的那几天好用
耐打 性价比高
 

亮点 上30磅以上好，最低29才开始发挥线的性能，问题是你打得了才行
不足 由80转到65，磅数不变，就是网前一时间不适应，其他的球都不错，多加练习吧，可以改掉靠弹性打球的习惯。自己出多少力就多远。参考一下，拉2930磅两个星期了，线磨了一半，一个星期总共打24小时左右",真香,yes,yes,30,10,2023-2-13,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=401&cid=490687
R0031_elasticity,train,R0031,S003,BG-65Ti,elasticity,positive,2,1,1.0,0,以前从未在球线区域发过言，用了65ti大半年让我有了编辑以下文字的冲动。个人拉的28、29磅。毫无疑问，这是一条非常合我口味且非常独特的线。在我用过的各种线中没有一条有类似的打感。首先，这条球线非常不建议初学者使用。粗线径，硬打感，如果没有一定的发力基础这条线将是灾难。低磅数下奇差的弹性让我难以想象，因此下面谈谈高磅（27及以上）的感受，这也是大多数业余球友的选择。这条线击球音还是相当清脆的，有叮叮的声响，能明显感受到球从拍面弹出较为干脆，相对而言网前控制性也较好，尤其是放网基本不存在球弹的过高的情况，抢高点搓球很舒适。杀球的时候这条线十分扎实，杀球会比以往更重一些，当时落点没有高弹线那么尖锐。高远和吊球对我来说中规中矩，没有什么出彩的地方，可能发力不好的情况下回球会相对更吃力。这条线唯一的缺点可能就接杀球确实没有高弹线轻松，需要加力或者带手腕。总体来说这条线绝对适合喜欢硬线的球友一试，比如80和AB尤其是不方便穿线的球友，非常耐打，经济实惠。,真香,yes,no,29,35,2022-2-21,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=716&cid=202210
R0031_durability,train,R0031,S003,BG-65Ti,durability,positive,2,1,1.0,0,以前从未在球线区域发过言，用了65ti大半年让我有了编辑以下文字的冲动。个人拉的28、29磅。毫无疑问，这是一条非常合我口味且非常独特的线。在我用过的各种线中没有一条有类似的打感。首先，这条球线非常不建议初学者使用。粗线径，硬打感，如果没有一定的发力基础这条线将是灾难。低磅数下奇差的弹性让我难以想象，因此下面谈谈高磅（27及以上）的感受，这也是大多数业余球友的选择。这条线击球音还是相当清脆的，有叮叮的声响，能明显感受到球从拍面弹出较为干脆，相对而言网前控制性也较好，尤其是放网基本不存在球弹的过高的情况，抢高点搓球很舒适。杀球的时候这条线十分扎实，杀球会比以往更重一些，当时落点没有高弹线那么尖锐。高远和吊球对我来说中规中矩，没有什么出彩的地方，可能发力不好的情况下回球会相对更吃力。这条线唯一的缺点可能就接杀球确实没有高弹线轻松，需要加力或者带手腕。总体来说这条线绝对适合喜欢硬线的球友一试，比如80和AB尤其是不方便穿线的球友，非常耐打，经济实惠。,真香,yes,no,29,35,2022-2-21,https://www.badmintoncn.com/cbo_eq/view_comm_view.php?eid=716&cid=202210
